label,0_x,0_y,1_x,1_y,2_x,2_y,3_x,3_y,4_x,4_y,5_x,5_y,6_x,6_y,7_x,7_y,8_x,8_y,9_x,9_y,10_x,10_y,11_x,11_y,12_x,12_y,13_x,13_y,14_x,14_y,15_x,15_y,16_x,16_y,17_x,17_y,18_x,18_y,19_x,19_y,20_x,20_y
a,0.3633185923099518,0.7279711961746216,0.4606153070926666,0.6918326020240784,0.5258960723876953,0.6017606854438782,0.5505576729774475,0.5151413679122925,0.5874561071395874,0.4608224630355835,0.484720915555954,0.5238262414932251,0.4983009994029999,0.47380661964416504,0.4798968434333801,0.5379866361618042,0.46766749024391174,0.5953190326690674,0.4228980541229248,0.5217446088790894,0.43369540572166443,0.4637513756752014,0.42484742403030396,0.5510778427124023,0.42075005173683167,0.6188454627990723,0.3638506233692169,0.5312328338623047,0.37185680866241455,0.4852626323699951,0.37779372930526733,0.5743020176887512,0.38228222727775574,0.6343746185302734,0.3038676381111145,0.5509127378463745,0.3191930055618286,0.5151218771934509,0.33272069692611694,0.5804923176765442,0.34111660718917847,0.6265290975570679
a,0.4491485059261322,0.6332240104675293,0.5873851180076599,0.5993884801864624,0.6988050937652588,0.48870599269866943,0.7395964860916138,0.3795219659805298,0.790906548500061,0.30490773916244507,0.6424641013145447,0.3624640703201294,0.6769730448722839,0.30641454458236694,0.6425084471702576,0.4006006121635437,0.6137796640396118,0.4738205075263977,0.5571109056472778,0.3487842082977295,0.5982740521430969,0.2934040129184723,0.5723849534988403,0.4134206771850586,0.5537156462669373,0.49548590183258057,0.47507819533348083,0.35316160321235657,0.5137950778007507,0.3072566092014313,0.5065187811851501,0.43376225233078003,0.49955999851226807,0.5116504430770874,0.39136993885040283,0.3722343444824219,0.4333598017692566,0.34108075499534607,0.4435942769050598,0.4371469020843506,0.44430601596832275,0.49579694867134094
a,0.4886069893836975,0.5616993308067322,0.6339362859725952,0.5200308561325073,0.7528022527694702,0.3963698446750641,0.7888750433921814,0.2682810425758362,0.8392072916030884,0.18252302706241608,0.6919941306114197,0.27082446217536926,0.7170982956886292,0.19176647067070007,0.6874694228172302,0.2928500771522522,0.6651470065116882,0.3740873634815216,0.5984765291213989,0.2627113163471222,0.626554012298584,0.18803992867469788,0.6069290637969971,0.31819260120391846,0.5947139263153076,0.4078548550605774,0.5099890232086182,0.27256545424461365,0.532456636428833,0.21108970046043396,0.5315783619880676,0.34569984674453735,0.5309559106826782,0.429354190826416,0.41902369260787964,0.2962607443332672,0.4493604898452759,0.247433140873909,0.46251994371414185,0.34742796421051025,0.4682804346084595,0.41184860467910767
a,0.37924572825431824,0.7275460958480835,0.47123968601226807,0.7026116847991943,0.5473466515541077,0.6434698104858398,0.58438640832901,0.5810437202453613,0.5977140069007874,0.5195745825767517,0.5361277461051941,0.5247775316238403,0.5389364361763,0.5117852091789246,0.5102142095565796,0.5734831094741821,0.4898768961429596,0.623599648475647,0.47751757502555847,0.496285617351532,0.47032731771469116,0.5198767185211182,0.44641318917274475,0.595321774482727,0.43535321950912476,0.6561964154243469,0.41898560523986816,0.4880322813987732,0.4014800488948822,0.5397780537605286,0.3949224352836609,0.6110721826553345,0.39893537759780884,0.6654450297355652,0.36244845390319824,0.49398669600486755,0.35314902663230896,0.5424273014068604,0.3555254340171814,0.6018756628036499,0.36625048518180847,0.6420707106590271
a,0.4649122357368469,0.7083123326301575,0.5552220344543457,0.661325216293335,0.611243724822998,0.5569862723350525,0.6285736560821533,0.4747672975063324,0.6578705310821533,0.41905534267425537,0.5593695044517517,0.47874462604522705,0.58061283826828,0.4293086528778076,0.5695447325706482,0.4974420666694641,0.5575606822967529,0.5535200238227844,0.4972350299358368,0.4801790118217468,0.520756185054779,0.43876126408576965,0.5214852094650269,0.52339106798172,0.5230576395988464,0.5913045406341553,0.43973103165626526,0.4904378056526184,0.4678410291671753,0.48920321464538574,0.48014435172080994,0.577234148979187,0.4883505702018738,0.6365871429443359,0.38410472869873047,0.508378803730011,0.420473575592041,0.5179522037506104,0.43846258521080017,0.582874059677124,0.4492337703704834,0.6234804391860962
b,0.5100802779197693,0.8187888860702515,0.6412076354026794,0.7697235345840454,0.7151572108268738,0.6866098642349243,0.697917103767395,0.597001850605011,0.6159085035324097,0.5397376418113708,0.6672597527503967,0.47990700602531433,0.6708873510360718,0.3409900665283203,0.6709663271903992,0.24800145626068115,0.6640186905860901,0.17578527331352234,0.58621746301651,0.4721432626247406,0.5941104888916016,0.31184229254722595,0.6004878282546997,0.2010028064250946,0.6084252595901489,0.11043140292167664,0.5111794471740723,0.4855879545211792,0.5177192687988281,0.3345266878604889,0.5291756987571716,0.23659177124500275,0.5372065305709839,0.1578238308429718,0.433260053396225,0.515100359916687,0.4406794309616089,0.399098664522171,0.4509319067001343,0.3212169408798218,0.4645887613296509,0.25373905897140503
b,0.5237268209457397,0.9044539928436279,0.5882468223571777,0.8597306609153748,0.6167094111442566,0.7784268260002136,0.5970600247383118,0.7070032954216003,0.5582361221313477,0.653262734413147,0.60444575548172,0.6711294651031494,0.602632462978363,0.5766289234161377,0.5940616726875305,0.518914520740509,0.5831459164619446,0.4674915671348572,0.5540996789932251,0.6623973846435547,0.5511855483055115,0.559538722038269,0.5447094440460205,0.4910834729671478,0.5374301075935364,0.4329720139503479,0.5072743892669678,0.6752135157585144,0.5024904608726501,0.5779888033866882,0.49954140186309814,0.5182029604911804,0.4947500228881836,0.46578046679496765,0.46113350987434387,0.7037597298622131,0.45773035287857056,0.6288303732872009,0.45600441098213196,0.5794023275375366,0.4548676609992981,0.5327147841453552
b,0.5014806389808655,0.8468855023384094,0.5791805982589722,0.7867928743362427,0.599869430065155,0.6531755924224854,0.525692343711853,0.583723247051239,0.44788965582847595,0.6075213551521301,0.5421999096870422,0.5296822786331177,0.5391064286231995,0.41423746943473816,0.5293677449226379,0.34106874465942383,0.5154762864112854,0.2792387902736664,0.4811379611492157,0.5304118394851685,0.47801050543785095,0.4009452760219574,0.4668520390987396,0.3107050657272339,0.4529091715812683,0.23820114135742188,0.431030809879303,0.5551364421844482,0.4203333258628845,0.4312983751296997,0.4135187864303589,0.3452257812023163,0.40280431509017944,0.2771953046321869,0.3811529874801636,0.5978431701660156,0.37393391132354736,0.4972488284111023,0.36771368980407715,0.4277769923210144,0.3597085177898407,0.36666369438171387
b,0.5352901220321655,0.9350906610488892,0.6032169461250305,0.8808128833770752,0.6281933188438416,0.7939035296440125,0.6034221053123474,0.7206031680107117,0.5782017707824707,0.6600498557090759,0.6028732061386108,0.6844046711921692,0.601815402507782,0.5857757925987244,0.5924323797225952,0.5271940231323242,0.5788518190383911,0.4782590866088867,0.5484027862548828,0.6800394058227539,0.5428407788276672,0.571596622467041,0.5320818424224854,0.5002939105033875,0.5184462666511536,0.4431912899017334,0.4992678165435791,0.69644695520401,0.4918261170387268,0.5934774875640869,0.4864908456802368,0.5310236215591431,0.4794444441795349,0.47692596912384033,0.45023906230926514,0.7295824289321899,0.44133132696151733,0.6502525210380554,0.43613871932029724,0.6008891463279724,0.4322979152202606,0.554804265499115
b,0.3839239776134491,0.9173092842102051,0.4250671863555908,0.8556254506111145,0.4293893873691559,0.7696368098258972,0.3742051124572754,0.7135869860649109,0.3157155513763428,0.6909655332565308,0.41609957814216614,0.6899349093437195,0.40434157848358154,0.6069597005844116,0.38934072852134705,0.5590865612030029,0.3740691840648651,0.5145368576049805,0.3683902323246002,0.6935335397720337,0.34548112750053406,0.6059154272079468,0.324576199054718,0.5499634146690369,0.3056880831718445,0.5006679892539978,0.32963624596595764,0.71533203125,0.30448147654533386,0.6358913779258728,0.28979623317718506,0.581913411617279,0.27430853247642517,0.5349817276000977,0.29409581422805786,0.749985933303833,0.2709083557128906,0.6887756586074829,0.2551313042640686,0.6466066241264343,0.2400180697441101,0.6065427660942078
c,0.3919265568256378,0.6881767511367798,0.47568726539611816,0.6834033727645874,0.5458366274833679,0.6218127608299255,0.5988133549690247,0.5992725491523743,0.653470516204834,0.5932711362838745,0.5157707929611206,0.4814072251319885,0.5727342963218689,0.43789413571357727,0.6168307065963745,0.41629505157470703,0.6520617604255676,0.4044349491596222,0.4939584732055664,0.46281400322914124,0.5643248558044434,0.40921124815940857,0.6197564601898193,0.38998648524284363,0.6664814352989197,0.38305237889289856,0.4701150357723236,0.4606498181819916,0.5440927743911743,0.40727344155311584,0.6031622886657715,0.3900434672832489,0.654205322265625,0.3790411949157715,0.4544079601764679,0.47815996408462524,0.5223059058189392,0.4314621686935425,0.5718560218811035,0.4092597961425781,0.616233229637146,0.39073410630226135
c,0.3830029368400574,0.6856058239936829,0.48022472858428955,0.6794813275337219,0.5452660918235779,0.621505856513977,0.5940774083137512,0.6015262007713318,0.6487584710121155,0.5956405401229858,0.5113640427589417,0.4823657274246216,0.5631012916564941,0.43805184960365295,0.6070136427879333,0.41635310649871826,0.6420304775238037,0.4053668677806854,0.4927361309528351,0.46802955865859985,0.5600927472114563,0.4094644784927368,0.618678092956543,0.389989972114563,0.6657111048698425,0.3851628005504608,0.4727134108543396,0.46467989683151245,0.5437336564064026,0.40602990984916687,0.6057495474815369,0.39297279715538025,0.6564160585403442,0.3858659863471985,0.4620777666568756,0.47652217745780945,0.5279348492622375,0.4266688823699951,0.5773821473121643,0.4074481725692749,0.6206164956092834,0.3916196823120117
c,0.23714938759803772,0.649053692817688,0.325056254863739,0.6526592969894409,0.40641555190086365,0.6031386256217957,0.4651774764060974,0.5889753103256226,0.5191165208816528,0.5924270749092102,0.39459437131881714,0.4558478891849518,0.45521092414855957,0.416746586561203,0.5001893639564514,0.4115982949733734,0.53730309009552,0.413823664188385,0.37785112857818604,0.4331602156162262,0.44891881942749023,0.38321298360824585,0.5020316243171692,0.38332289457321167,0.5443048477172852,0.3992305099964142,0.35623908042907715,0.4247645139694214,0.4326205849647522,0.3706739544868469,0.48997068405151367,0.368804931640625,0.537691593170166,0.38060492277145386,0.3369876742362976,0.43361279368400574,0.4114958345890045,0.3911370038986206,0.4646895229816437,0.37340247631073,0.5121104121208191,0.3678050935268402
c,0.359774649143219,0.6839689612388611,0.44108498096466064,0.6808539628982544,0.5093281269073486,0.6222991943359375,0.5603618025779724,0.595969557762146,0.615416407585144,0.582085907459259,0.4832763373851776,0.4895622730255127,0.534672737121582,0.4400898814201355,0.57558274269104,0.41772568225860596,0.6113206148147583,0.4019361138343811,0.4624992609024048,0.47113674879074097,0.524804949760437,0.4154897630214691,0.5773888230323792,0.3972616493701935,0.6244785189628601,0.3928638696670532,0.4382387101650238,0.46730145812034607,0.5050697922706604,0.41116517782211304,0.5627270340919495,0.39441344141960144,0.6153079867362976,0.38771724700927734,0.4188738465309143,0.481305330991745,0.4842837452888489,0.43055635690689087,0.5343102216720581,0.40552783012390137,0.5798954367637634,0.3887477517127991
c,0.23424990475177765,0.6436049938201904,0.32915160059928894,0.6492810845375061,0.4100525379180908,0.6009514331817627,0.46889013051986694,0.5855518579483032,0.5211858153343201,0.5911012291908264,0.3993924856185913,0.45492079854011536,0.45713144540786743,0.41881921887397766,0.5000400543212891,0.41244617104530334,0.5348957777023315,0.41506773233413696,0.38190793991088867,0.4319404065608978,0.4535139799118042,0.3854639232158661,0.50429767370224,0.3858069181442261,0.5454029440879822,0.40151247382164,0.36082661151885986,0.4233051836490631,0.4377407431602478,0.3717186450958252,0.49145230650901794,0.3724825382232666,0.5366878509521484,0.384736567735672,0.34245195984840393,0.43111953139305115,0.419841468334198,0.3922366201877594,0.472819447517395,0.37826278805732727,0.5196330547332764,0.37515968084335327
d,0.47828423976898193,0.7256120443344116,0.5575030446052551,0.664147138595581,0.6111596822738647,0.5755196809768677,0.6236247420310974,0.5094318985939026,0.5949011445045471,0.45282384753227234,0.5140629410743713,0.4094689190387726,0.48178279399871826,0.28434839844703674,0.4638538062572479,0.20688371360301971,0.43360668420791626,0.13992157578468323,0.4567590653896332,0.43599092960357666,0.44028905034065247,0.30610015988349915,0.5151823163032532,0.3724616765975952,0.5484476089477539,0.42447158694267273,0.4114223122596741,0.4796939492225647,0.3902181386947632,0.35872477293014526,0.47773346304893494,0.40932077169418335,0.5171036720275879,0.4638577401638031,0.3725016415119171,0.5434871315956116,0.3688371479511261,0.4440743923187256,0.4448906481266022,0.45713010430336,0.4899884760379791,0.4913008213043213
d,0.5395972728729248,0.962719738483429,0.597614586353302,0.9122709631919861,0.6256030201911926,0.8304812908172607,0.6153767704963684,0.7574504017829895,0.567454993724823,0.7203493714332581,0.6141054630279541,0.7206775546073914,0.6377370357513428,0.6252874732017517,0.6466997861862183,0.5655564069747925,0.6519837975502014,0.5123291015625,0.5550512075424194,0.7200035452842712,0.5360178351402283,0.6481409072875977,0.5331809520721436,0.7221685647964478,0.5396498441696167,0.7778720855712891,0.500514805316925,0.7368937730789185,0.47877368330955505,0.6809972524642944,0.492031455039978,0.7517716288566589,0.5045713782310486,0.8012213706970215,0.4533242881298065,0.7678011655807495,0.43640953302383423,0.7172124981880188,0.45532846450805664,0.7631185054779053,0.47305119037628174,0.802234411239624
d,0.561673104763031,0.9265687465667725,0.6185364723205566,0.87815260887146,0.6461306810379028,0.8028426766395569,0.625630259513855,0.7371845245361328,0.5734046697616577,0.7037582397460938,0.6282654404640198,0.6955361366271973,0.6443576216697693,0.6045759916305542,0.6511843800544739,0.5490796566009521,0.6551074385643005,0.4972842335700989,0.5735064148902893,0.6935110092163086,0.5644316077232361,0.6193654537200928,0.5578795671463013,0.6782320737838745,0.5589536428451538,0.7270854711532593,0.5240952968597412,0.7077863216400146,0.5115365386009216,0.6429010629653931,0.5175139307975769,0.6910427808761597,0.5234333276748657,0.7394591569900513,0.4820830225944519,0.7332143783569336,0.4669283926486969,0.6727269887924194,0.47994911670684814,0.6942499876022339,0.49337345361709595,0.7296820878982544
d,0.5709846019744873,0.866459846496582,0.6434450149536133,0.8411954641342163,0.6982409358024597,0.7845652103424072,0.6856247186660767,0.7270393967628479,0.6316483020782471,0.6993998289108276,0.7033834457397461,0.6503583192825317,0.7178162932395935,0.5725076198577881,0.7242305874824524,0.5151629447937012,0.7212573289871216,0.46574366092681885,0.6478044986724854,0.6406462788581848,0.6637084484100342,0.5710070133209229,0.6561476588249207,0.6492931246757507,0.6538475155830383,0.6826692223548889,0.5974785089492798,0.6469433903694153,0.6044367551803589,0.5854271650314331,0.6097018122673035,0.6595091223716736,0.6067820191383362,0.6951431035995483,0.5434675812721252,0.6682774424552917,0.5518343448638916,0.6119998693466187,0.5660616159439087,0.6639846563339233,0.5671066045761108,0.7002038955688477
e,0.3293952941894531,0.6053508520126343,0.4041425585746765,0.5908968448638916,0.4698004722595215,0.4990883469581604,0.4781399965286255,0.41263440251350403,0.4286830425262451,0.3972029685974121,0.44580763578414917,0.3576222360134125,0.457368940114975,0.2479129284620285,0.46452414989471436,0.2798579931259155,0.4603446424007416,0.3404722511768341,0.40117108821868896,0.3364178240299225,0.41454359889030457,0.21191300451755524,0.41773462295532227,0.2674638628959656,0.4122071862220764,0.33778464794158936,0.35769280791282654,0.33428385853767395,0.36893022060394287,0.21671484410762787,0.37796077132225037,0.26735448837280273,0.3740839660167694,0.3351733982563019,0.3118061423301697,0.3449133038520813,0.3242122530937195,0.2525694966316223,0.3355712294578552,0.27591270208358765,0.33472415804862976,0.3249484896659851
e,0.26711514592170715,0.6029990315437317,0.3475201427936554,0.5829945802688599,0.4058397710323334,0.48729681968688965,0.38830041885375977,0.4086543321609497,0.32928404211997986,0.38602757453918457,0.3779909312725067,0.33926281332969666,0.3831760585308075,0.2183791548013687,0.38126832246780396,0.24847617745399475,0.3770394027233124,0.3190532326698303,0.32098546624183655,0.3285043239593506,0.33142203092575073,0.1966325342655182,0.3251785337924957,0.24616990983486176,0.32324522733688354,0.3228638172149658,0.27218562364578247,0.3287711441516876,0.2807479202747345,0.20482099056243896,0.28322991728782654,0.24661357700824738,0.2811756730079651,0.32364240288734436,0.22877207398414612,0.34013986587524414,0.23353491723537445,0.2400284856557846,0.240440234541893,0.25561606884002686,0.24245499074459076,0.3081200122833252
